config,split_id,split_seed,group,task_local_idx,episode,success,return,steps,first_success_step,run_name,train_seed,total_timesteps,model_path
base_push,1,68,train,8,0,1.0,165.1286299996598,38,38,ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000_final.zip
base_push,1,68,train,9,0,1.0,181.50853348360272,48,48,ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000_final.zip
base_push,1,68,train,10,0,0.0,86.89444562668642,500,nan,ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000_final.zip
base_push,1,68,train,11,0,1.0,166.62741116012555,43,43,ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000_final.zip
base_push,1,68,train,12,0,1.0,207.76111168750333,54,54,ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000_final.zip
base_push,1,68,train,13,0,0.0,70.07295514777599,500,nan,ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000_final.zip
base_push,1,68,train,14,0,0.0,101.14629175364408,500,nan,ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000_final.zip
base_push,1,68,train,15,0,1.0,150.89100226254672,43,43,ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000_final.zip
base_push,1,68,train,16,0,0.0,105.29145910761521,500,nan,ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000_final.zip
base_push,1,68,train,17,0,0.0,58.44141741778839,500,nan,ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000_final.zip
